Seller Name,RapNet Account ID,Name Code,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,Fluorescence Intensity,Lab,Certificate Number,Stock Number,Price Per Carat,Price Percentage,Total Price,Cash Price Per Carat,Cash Price Percentage,Total Cash Price,State,Country,Certificate URL,Image URL,Diamond ID
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.310,E,VVS2,Excellent,Excellent,Very Good,None,IGI,224655831,188651,1500.0000,-0.4000,465.0000,,,,,Belgium,,,75029798
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.310,G,VS2,Very Good,Excellent,Very Good,None,IGI,224655874,188654,1365.0000,-0.3500,423.1500,,,,,Belgium,,,75029799
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.310,H,VVS2,Excellent,Excellent,Excellent,None,IGI,224655827,188649,1408.0000,-0.3600,436.4800,,,,,Belgium,,,75029800
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.320,D,IF,Excellent,Excellent,Very Good,None,IGI,224655657,194205,2496.0000,-0.3600,798.7200,,,,,Belgium,,,75029801
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.720,I,VS2,Excellent,Excellent,Excellent,None,HRD,16020884005,176286,2516.0000,-0.3200,1811.5200,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/7/6/16020884005.pdf,,73101299
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.740,I,SI1,Excellent,Excellent,Excellent,None,HRD,16020884004,176294,2312.0000,-0.3200,1710.8800,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/7/6/16020884004.pdf,,73101300
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.540,E,VVS2,Excellent,Excellent,Excellent,Faint,GIA,6225042742,GG8985,2974.0000,-0.3800,1605.9600,,,,,Belgium,http://88.85.90.134/disimage/cert/GG8985.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=GG8985,72034460
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.540,E,VVS2,Excellent,Very Good,Very Good,Faint,GIA,1205081113,FF7252,2974.0000,-0.3800,1605.9600,,,,,Belgium,http://88.85.90.134/disimage/cert/FF7252.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=FF7252,72034461
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.550,F,SI2,Excellent,Excellent,Very Good,None,GIA,2217784389,HH0832,1834.0000,-0.3200,1008.7000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH0832.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH0832,72034463
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.560,F,SI1,Excellent,Excellent,Very Good,None,GIA,2217851607,HH0811,2078.0000,-0.3500,1163.6800,,,,,Belgium,http://88.85.90.134/disimage/cert/HH0811.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH0811,72034464
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.570,D,SI1,Excellent,Excellent,Excellent,Faint,GIA,5176687746,HH0686,2338.0000,-0.3500,1332.6600,,,,,Belgium,http://88.85.90.134/disimage/cert/HH0686.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH0686,72034466
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.580,D,VVS2,Excellent,Excellent,Excellent,Faint,GIA,7203814824,GG4408,3337.0000,-0.3700,1935.4600,,,,,Belgium,http://88.85.90.134/disimage/cert/GG4408.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=GG4408,72034467
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.580,D,VS2,Excellent,Excellent,Excellent,None,GIA,6205145018,FF7189,2946.0000,-0.3300,1708.6800,,,,,Belgium,http://88.85.90.134/disimage/cert/FF7189.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=FF7189,72034468
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.590,D,SI1,Excellent,Excellent,Excellent,None,GIA,5161562897,CC7523,2446.0000,-0.3200,1443.1400,,,,,Belgium,http://88.85.90.134/disimage/cert/CC7523.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=CC7523,72034472
AMI DIAMONDS B.V.B.A.,30411,AMI Diam,Round,0.630,O,SI2,Excellent,Excellent,Excellent,Faint,GIA,5172602307,P221/144,825.0000,,519.7500,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/4/28/5172602307.pdf,,74422945
AMI DIAMONDS B.V.B.A.,30411,AMI Diam,Round,0.650,M,VS1,Excellent,Excellent,Excellent,Medium,GIA,6225650691,P228/145,1170.0000,-0.3500,760.5000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/5/16/6225650691.pdf,,74422950
AMI DIAMONDS B.V.B.A.,30411,AMI Diam,Round,0.660,D,IF,Excellent,Excellent,Excellent,None,GIA,1239456083,P231/130,6545.0000,-0.2300,4319.7000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/11/1239456083.pdf,,74422951
AMI DIAMONDS B.V.B.A.,30411,AMI Diam,Round,0.700,D,VVS2,Very Good,Excellent,Excellent,None,GIA,6225616146,P228/148,3960.0000,-0.4000,2772.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/5/12/6225616146.pdf,,74422953
AMI DIAMONDS B.V.B.A.,30411,AMI Diam,Round,0.700,E,SI2,Very Good,Excellent,Very Good,None,HRD,15001611023,P164/431,1755.0000,-0.5500,1228.5000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2015/2/10/15001611023.pdf,,74422956
AMI DIAMONDS B.V.B.A.,30411,AMI Diam,Round,0.700,G,SI2,Very Good,Excellent,Excellent,None,GIA,6222448248,P225/252,1972.0000,-0.4200,1380.4000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/4/22/6222448248.pdf,,74422961
AMI DIAMONDS B.V.B.A.,30411,AMI Diam,Round,0.700,G,SI2,Very Good,Excellent,Excellent,Strong,GIA,7223222544,P221/18,1870.0000,-0.4500,1309.0000,,,,,Belgium,,,74422962
AMI DIAMONDS B.V.B.A.,30411,AMI Diam,Round,0.700,M,VVS1,Very Good,Excellent,Very Good,Strong,GIA,2226451311,P225/259,1392.0000,-0.4200,974.4000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/4/22/2226451311.pdf,,74422967
AMI DIAMONDS B.V.B.A.,30411,AMI Diam,Round,0.700,M,VS2,Very Good,Very Good,Excellent,Medium,HRD,16011829006,P225/146,1260.0000,-0.4000,882.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/4/18/16011829006.pdf,,74422968
SUPERGEMS NV,21343,Supergem,Round,0.860,H,VS1,Excellent,Excellent,Excellent,None,GIA,6221987512,100123356,,,,4185.0000,-0.0700,3599.1000,,Belgium,http://www.supergemsgroup.com/certificates/100123356.jpg,http://www.supergemsgroup.com/diamondphoto/100123356-P.jpg,73120641
SUPERGEMS NV,21343,Supergem,Round,0.860,H,SI1,Excellent,Excellent,Excellent,None,GIA,1235024815,100123491,,,,3510.0000,-0.1000,3018.6000,,Belgium,http://www.supergemsgroup.com/certificates/100123491.jpg,http://www.supergemsgroup.com/diamondphoto/100123491-P.jpg,73120642
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.400,H,VVS2,Excellent,Excellent,Excellent,Very Slight,IGI,214677976,176497,1638.0000,-0.3700,655.2000,,,,,Belgium,,,73217206
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.630,E,VVS1,Excellent,Excellent,Excellent,Very Slight,IGI,219695804,176483,3520.0000,-0.3600,2217.6000,,,,,Belgium,,,73217245
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.910,D,VVS2,Very Good,Excellent,Very Good,None,IGI,214677950,176280,5445.0000,-0.4500,4954.9500,,,,,Belgium,,,73217251
SUPERGEMS NV,21343,Supergem,Round,0.410,G,SI2,Excellent,Excellent,Excellent,None,GIA,6221182899,350000867,,,,1360.0000,-0.3200,557.6000,,Belgium,http://www.supergemsgroup.com/certificates/350000867.jpg,http://www.supergemsgroup.com/diamondphoto/350000867-P.jpg,71416180
SUPERGEMS NV,21343,Supergem,Round,0.410,H,IF,Excellent,Excellent,Excellent,None,GIA,6222256035,100119415,,,,1904.0000,-0.3200,780.6400,,Belgium,http://www.supergemsgroup.com/certificates/100119415.jpg,http://www.supergemsgroup.com/diamondphoto/100119415-P.jpg,71416181
SUPERGEMS NV,21343,Supergem,Round,0.460,D,VS2,Very Good,Excellent,Very Good,None,GIA,2224184670,350000874,,,,2040.0000,-0.3200,938.4000,,Belgium,http://www.supergemsgroup.com/certificates/350000874.jpg,http://www.supergemsgroup.com/diamondphoto/350000874-P.jpg,71416191
SUPERGEMS NV,21343,Supergem,Round,0.500,E,SI1,Excellent,Excellent,Excellent,Faint,GIA,5223429893,130016163,,,,2380.0000,-0.3000,1190.0000,,Belgium,http://www.supergemsgroup.com/certificates/130016163.jpg,http://www.supergemsgroup.com/diamondphoto/130016163-P.jpg,71416197
SUPERGEMS NV,21343,Supergem,Round,0.560,F,SI2,Excellent,Excellent,Excellent,None,GIA,6222429825,130016165,,,,1971.0000,-0.2700,1103.7600,,Belgium,http://www.supergemsgroup.com/certificates/130016165.jpg,http://www.supergemsgroup.com/diamondphoto/130016165-P.jpg,71416201
SUPERGEMS NV,21343,Supergem,Round,0.640,D,SI2,Excellent,Excellent,Excellent,Medium,HRD,16010537004,130016167,,,,1980.0000,-0.3400,1267.2000,,Belgium,http://www.supergemsgroup.com/certificates/130016167.jpg,http://www.supergemsgroup.com/diamondphoto/130016167-P.jpg,71416203
SUPERGEMS NV,21343,Supergem,Round,0.800,E,VVS1,Excellent,Excellent,Excellent,None,GIA,6212000649,100109948,,,,5712.0000,-0.1600,4569.6000,,Belgium,http://www.supergemsgroup.com/certificates/100109948.jpg,http://www.supergemsgroup.com/diamondphoto/100109948-P.jpg,71416204
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.830,F,SI2,Excellent,Excellent,Excellent,Faint,GIA,5166775119,AA9353,2810.0000,-0.2400,2332.3000,,,,,Belgium,http://88.85.90.134/disimage/cert/AA9353.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=AA9353,74182224
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.900,E,VS2,Excellent,Excellent,Excellent,None,GIA,2217698884,HH2437,4755.0000,-0.3300,4279.5000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH2437.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH2437,74182226
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.900,F,VS2,Excellent,Excellent,Very Good,None,GIA,6222231766,HH2439,4353.0000,-0.3500,3917.7000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH2439.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH2439,74182227
Millenium Star Bvba,81197,MILL,Round,0.600,E,SI2,Very Good,Very Good,Very Good,None,GIA,1219777141,,2100.0000,-0.2500,1260.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/2/17/1219777141.pdf,,73361941
Millenium Star Bvba,81197,MILL,Round,0.600,I,VS1,Excellent,Excellent,Excellent,None,GIA,1219359610,,2320.0000,-0.2000,1392.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/12/17/1219359610.pdf,,73361942
Millenium Star Bvba,81197,MILL,Round,0.700,G,VS2,Excellent,Very Good,Very Good,None,GIA,5236124671,,3450.0000,-0.2500,2415.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/8/5236124671.pdf,,73361944
Millenium Star Bvba,81197,MILL,Round,0.700,H,VS1,Very Good,Excellent,Excellent,None,GIA,5233124667,,2925.0000,-0.3500,2047.5000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/8/5233124667.pdf,,73361945
Millenium Star Bvba,81197,MILL,Round,0.730,E,SI1,Excellent,Excellent,Excellent,None,GIA,6221959587,,3290.0000,-0.3000,2401.7000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/6/20/6221959587.pdf,,73361946
Millenium Star Bvba,81197,MILL,Round,0.730,F,VS2,Very Good,Excellent,Excellent,None,GIA,1238120534,,3500.0000,-0.3000,2555.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/8/1238120534.pdf,,73361947
Millenium Star Bvba,81197,MILL,Round,0.750,H,VS2,Excellent,Excellent,Excellent,None,GIA,7222876071,,3360.0000,-0.2000,2520.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/6/20/7222876071.pdf,,73361948
Millenium Star Bvba,81197,MILL,Round,0.800,D,SI2,Very Good,Very Good,Very Good,None,GIA,2171715583,,3360.0000,-0.2000,2688.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/1/2171715583.pdf,,73361949
Millenium Star Bvba,81197,MILL,Round,0.800,E,SI1,Excellent,Excellent,Excellent,Faint,GIA,2227874931,,3760.0000,-0.2000,3008.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/6/20/2227874931.pdf,,73361950
Millenium Star Bvba,81197,MILL,Round,0.800,G,VS1,Very Good,Excellent,Excellent,None,GIA,2237127878,,3675.0000,-0.2500,2940.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/8/2237127878.pdf,,73361951
Millenium Star Bvba,81197,MILL,Round,0.800,G,VS1,Very Good,Excellent,Excellent,None,GIA,6222874935,,3675.0000,-0.2500,2940.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/6/20/6222874935.pdf,,73361952
Millenium Star Bvba,81197,MILL,Round,0.800,G,VS2,Very Good,Excellent,Excellent,None,GIA,7233030316,,3680.0000,-0.2000,2944.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/7/7233030316.pdf,,73361953
Millenium Star Bvba,81197,MILL,Round,0.800,G,VS2,Very Good,Excellent,Very Good,None,GIA,2234172885,,3680.0000,-0.2000,2944.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/14/2234172885.pdf,,73361954
Millenium Star Bvba,81197,MILL,Round,0.800,G,SI1,Excellent,Excellent,Excellent,None,GIA,1239076575,,3570.0000,-0.1500,2856.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/7/1239076575.pdf,,73361956
SUPERGEMS NV,21343,Supergem,Round,0.400,E,SI1,Excellent,Excellent,Excellent,None,GIA,1225698701,500002073,,,,1728.0000,-0.2800,691.2000,,Belgium,http://www.supergemsgroup.com/certificates/500002073.jpg,http://www.supergemsgroup.com/diamondphoto/500002073-P.jpg,72274096
SUPERGEMS NV,21343,Supergem,Round,0.500,E,SI2,Very Good,Excellent,Very Good,None,HRD,16014876001,500002022,,,,1624.0000,-0.4200,812.0000,,Belgium,http://www.supergemsgroup.com/certificates/500002022.jpg,http://www.supergemsgroup.com/diamondphoto/500002022-P.jpg,72274106
SUPERGEMS NV,21343,Supergem,Round,0.500,F,VS2,Excellent,Excellent,Excellent,Medium,GIA,1228743874,500002095,,,,2394.0000,-0.3700,1197.0000,,Belgium,http://www.supergemsgroup.com/certificates/500002095.jpg,http://www.supergemsgroup.com/diamondphoto/500002095-P.jpg,72274108
SUPERGEMS NV,21343,Supergem,Round,0.500,D,VVS2,Very Good,Excellent,Excellent,None,GIA,7211221917,500001110,,,,3339.0000,-0.3700,1669.5000,,Belgium,http://www.supergemsgroup.com/certificates/500001110.jpg,http://www.supergemsgroup.com/diamondphoto/500001110-P.jpg,67728989
SUPERGEMS NV,21343,Supergem,Round,0.800,G,VS1,Excellent,Excellent,Excellent,None,GIA,2173605136,300001154,,,,4655.0000,-0.0500,3724.0000,,Belgium,http://www.supergemsgroup.com/certificates/300001154.jpg,,71416206
IDRP,53618,IDRP,Round,1.510,G,VVS1,Excellent,Excellent,Excellent,None,HRD,15007237001,M20/45,8160.0000,-0.4000,12321.6000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2015/3/2/15007237001.pdf,,71584486
IDRP,53618,IDRP,Round,1.800,G,VVS2,Excellent,Excellent,Excellent,None,HRD,16002213002,M20/51,9394.0000,-0.2300,16909.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/1/25/16002213002.pdf,,71584488
IDRP,53618,IDRP,Round,1.830,G,VVS1,Excellent,Excellent,Excellent,None,HRD,15006332002,M20/50,10200.0000,-0.2500,18666.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2015/2/20/15006332002.pdf,,71584489
IDRP,53618,IDRP,Round,2.020,G,VVS1,Excellent,Excellent,Excellent,None,HRD,15038922019,M20/30,12462.0000,-0.3800,25173.2400,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2015/12/22/15038922019.pdf,,71584491
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.330,G,IF,Excellent,Excellent,Excellent,Very Slight,IGI,201635007,150163,1700.0000,-0.3200,561.0000,,,,,Belgium,,,70007712
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.500,G,VVS2,Excellent,Excellent,Very Good,None,IGI,201635009,157896,2646.0000,-0.3700,1323.0000,,,,,Belgium,,,70007728
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.510,F,VVS2,Very Good,Excellent,Very Good,Faint,GIA,2171514832,157856,2852.0000,-0.3800,1454.5200,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/3/7/2171514832.pdf,,70007736
Superstone Diam Bvba,79156,Super,Round,0.410,I,SI1,Very Good,Excellent,Very Good,None,HRD,14019701022,,,,,1610.0000,-0.1050,660.1000,,Belgium,,,58310669
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,3.020,M,IF,Very Good,Excellent,Excellent,None,HRD,13023422043,557852,3822.0000,-0.5800,11542.4400,,,,,Belgium,,,57409499
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,1.000,I,IF,Very Good,Excellent,Very Good,None,IGI,130427296,57916,3900.0000,-0.5000,3900.0000,,,,,Belgium,,,57929888
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.900,D,VVS1,Excellent,Excellent,Excellent,Faint,GIA,6147905427,AP0340K,6724.0000,-0.4100,6051.6000,,,,,Belgium,http://88.85.90.134/disimage/cert/AP0340K.PDF,,66405536
SUPERGEMS NV,21343,Supergem,Round,2.490,D,IF,Excellent,Excellent,Excellent,None,GIA,6212345737,300001072,,,,31382.0000,-0.2900,78141.1800,,Belgium,http://www.supergemsgroup.com/certificates/300001072.jpg,,69737095
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.580,F,VS1,Excellent,Excellent,Excellent,None,GIA,2175515008,157859,2982.0000,-0.2900,1729.5600,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/3/7/2175515008.pdf,,70007758
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.580,G,VVS2,Excellent,Excellent,Very Good,None,GIA,6177515005,157862,2856.0000,-0.3200,1656.4800,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/3/7/6177515005.pdf,,70007759
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.590,H,VVS1,Excellent,Very Good,Excellent,Very Slight,IGI,201635006,157873,2400.0000,-0.4000,1416.0000,,,,,Belgium,,,70007762
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.600,E,VS1,Very Good,Very Good,Very Good,None,GIA,5171515020,157990,2948.0000,-0.3300,1768.8000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/3/7/5171515020.pdf,,70007763
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.700,I,VS1,Excellent,Excellent,Very Good,None,IGI,201633316,157802,2223.0000,-0.4300,1556.1000,,,,,Belgium,,,70007773
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.900,E,VS1,Very Good,Very Good,Very Good,None,GIA,6173514800,157842,4851.0000,-0.3700,4365.9000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/3/7/6173514800.pdf,,70007788
SUPERGEMS NV,21343,Supergem,Round,0.310,D,SI2,Excellent,Excellent,Excellent,None,GIA,6222000627,100117821,,,,1340.0000,-0.3300,415.4000,,Belgium,http://www.supergemsgroup.com/certificates/100117821.jpg,http://www.supergemsgroup.com/diamondphoto/100117821-P.jpg,70206168
SUPERGEMS NV,21343,Supergem,Round,0.320,G,SI1,Excellent,Excellent,Excellent,None,GIA,6211828608,100116573,,,,1368.0000,-0.2800,437.7600,,Belgium,http://www.supergemsgroup.com/certificates/100116573.jpg,http://www.supergemsgroup.com/diamondphoto/100116573-P.jpg,70206180
SUPERGEMS NV,21343,Supergem,Round,0.360,D,VS2,Excellent,Excellent,Excellent,None,GIA,6215827659,100116404,,,,1875.0000,-0.2500,675.0000,,Belgium,http://www.supergemsgroup.com/certificates/100116404.jpg,http://www.supergemsgroup.com/diamondphoto/100116404-P.jpg,70206186
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.800,D,IF,Excellent,Excellent,Very Good,None,GIA,1209295799,FF8200,7498.0000,-0.2500,5998.4000,,,,,Belgium,http://88.85.90.134/disimage/cert/FF8200.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=FF8200,72034489
BELADAMAS NV,26972,BELADAMA,Round,1.500,K,SI2,Excellent,Excellent,Very Good,None,HRD,14011261019,650776,3290.0000,-0.3000,4935.0000,,,,,Belgium,,,65436279
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.560,I,IF,Excellent,Excellent,Excellent,None,IGI,175573771,127786,2720.0000,-0.3200,1523.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/IGI/Certificates/2015/9/21/175573771.pdf,,66339061
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.700,G,IF,Excellent,Excellent,Excellent,Very Slight,IGI,175573867,127784,4550.0000,-0.3000,3185.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/IGI/Certificates/2015/9/21/175573867.pdf,,66339065
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.810,H,IF,Excellent,Excellent,Excellent,None,IGI,175573831,127891,4200.0000,-0.3000,3402.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/IGI/Certificates/2015/9/21/175573831.pdf,,66339068
Rosediam Bvba,74519,ROSEDIAM,Round,2.280,H,VVS1,Excellent,Excellent,Excellent,Faint,GIA,2186002210,R40245,,,,10752.0000,-0.3600,24514.5600,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2014/9/2/2186002210.pdf,,59365241
SUPERGEMS NV,21343,Supergem,Round,2.070,I,SI1,Excellent,Excellent,Excellent,Faint,GIA,2176344281,100078999,,,,6790.0000,-0.3000,14055.3000,,Belgium,http://www.supergemsgroup.com/certificates/100078999.jpg,http://www.supergemsgroup.com/diamondphoto/100078999-P.jpg,54918646
SUPERGEMS NV,21343,Supergem,Round,1.010,G,SI2,Excellent,Excellent,Excellent,None,GIA,2217152513,500001017,,,,4071.0000,-0.3100,4111.7100,,Belgium,http://www.supergemsgroup.com/certificates/500001017.jpg,http://www.supergemsgroup.com/diamondphoto/500001017-P.jpg,67729070
SUPERGEMS NV,21343,Supergem,Round,1.300,K,IF,Very Good,Excellent,Excellent,None,HRD,15/037/120/013,170004295,,,,3180.0000,-0.4000,4134.0000,,Belgium,http://www.supergemsgroup.com/certificates/170004295.jpg,http://www.supergemsgroup.com/diamondphoto/170004295-P.jpg,67729099
SUPERGEMS NV,21343,Supergem,Round,1.500,G,SI1,Good,Very Good,Very Good,None,HRD,15/037/120/030,500000471,,,,5225.0000,-0.4500,7837.5000,,Belgium,http://www.supergemsgroup.com/certificates/500000471.jpg,http://www.supergemsgroup.com/diamondphoto/500000471-P.jpg,67729101
SUPERGEMS NV,21343,Supergem,Round,1.510,H,VVS1,Excellent,Excellent,Excellent,None,GIA,5171327202,300000610,,,,7952.0000,-0.2900,12007.5200,,Belgium,http://www.supergemsgroup.com/certificates/300000610.jpg,,67729104
SUPERGEMS NV,21343,Supergem,Round,1.510,I,VVS2,Very Good,Excellent,Excellent,Slight,HRD,15/037/120/026,170004470,,,,4675.0000,-0.4500,7059.2500,,Belgium,http://www.supergemsgroup.com/certificates/170004470.jpg,http://www.supergemsgroup.com/diamondphoto/170004470-P.jpg,67729105
SUPERGEMS NV,21343,Supergem,Round,1.710,H,SI2,Excellent,Excellent,Excellent,None,HRD,15/037/063/004,500000466,,,,4260.0000,-0.4000,7284.6000,,Belgium,http://www.supergemsgroup.com/certificates/500000466.jpg,http://www.supergemsgroup.com/diamondphoto/500000466-P.jpg,67729109
SUPERGEMS NV,21343,Supergem,Round,1.710,L,VVS2,Excellent,Excellent,Excellent,None,HRD,15/037/120/004,170004617,,,,3180.0000,-0.4000,5437.8000,,Belgium,http://www.supergemsgroup.com/certificates/170004617.jpg,http://www.supergemsgroup.com/diamondphoto/170004617-P.jpg,67729110
GEM IMPEX BVBA,31573,GEMIMPEX,Round,1.200,H,SI1,Excellent,Excellent,Excellent,None,GIA,6173523399,,4930.0000,-0.2410,5916.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/3/9/6173523399.pdf,,70847545
