Seller Name,RapNet Account ID,Name Code,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,Fluorescence Intensity,Lab,Certificate Number,Stock Number,Price Per Carat,Price Percentage,Total Price,Cash Price Per Carat,Cash Price Percentage,Total Cash Price,State,Country,Certificate URL,Image URL,Diamond ID
A.C.Diam bvba,77162,ACDiam,Round,1.080,H,VS2,Excellent,Excellent,Excellent,None,HRD,16022000055,31411,,,,4824.0000,-0.3300,5209.9200,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/7/16/16022000055.pdf,,74360118
A.C.Diam bvba,77162,ACDiam,Round,1.100,G,VS2,Excellent,Excellent,Excellent,None,HRD,16022000067,31404,,,,5451.0000,-0.3100,5996.1000,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/7/14/16022000067.pdf,,74360120
IDRP,53618,IDRP,Round,0.400,F,VS2,Excellent,Very Good,Excellent,None,GIA,2237408682,18-82-81,1728.0000,-0.3600,691.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/8/2237408682.pdf,,74988256
IDRP,53618,IDRP,Round,0.400,F,VS2,Excellent,Very Good,Excellent,None,GIA,2237340052,18-80-132,1728.0000,-0.3600,691.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/1/2237340052.pdf,,74988257
IDRP,53618,IDRP,Round,0.400,F,VS2,Excellent,Very Good,Very Good,None,GIA,6235322982,18-80-142,1728.0000,-0.3600,691.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/1/6235322982.pdf,,74988258
IDRP,53618,IDRP,Round,0.400,F,VS2,Excellent,Excellent,Very Good,None,GIA,2238168546,18-80-87,1728.0000,-0.3600,691.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/8/2238168546.pdf,,74988259
IDRP,53618,IDRP,Round,0.400,F,VS2,Excellent,Excellent,Very Good,None,GIA,6232080419,18-80-94,1728.0000,-0.3600,691.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/7/6232080419.pdf,,74988260
IDRP,53618,IDRP,Round,0.400,F,SI1,Excellent,Excellent,Very Good,None,GIA,2236543284,18-82-90,1472.0000,-0.3600,588.8000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/22/2236543284.pdf,,74988261
IDRP,53618,IDRP,Round,0.400,F,SI1,Excellent,Excellent,Excellent,Faint,GIA,1233543759,18-82-87,1472.0000,-0.3600,588.8000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/22/1233543759.pdf,,74988262
IDRP,53618,IDRP,Round,0.400,F,SI1,Excellent,Excellent,Excellent,None,GIA,7232049512,18-80-174,1495.0000,-0.3500,598.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/6/30/7232049512.pdf,,74988264
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.500,D,VS2,Very Good,Excellent,Good,None,GIA,6222059491,GG8962,2418.0000,-0.4500,1209.0000,,,,,Belgium,http://88.85.90.134/disimage/cert/GG8962.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=GG8962,72034443
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.500,E,SI2,Excellent,Excellent,Very Good,None,GIA,1215717330,HH0752,1790.0000,-0.3600,895.0000,,,,,Belgium,http://88.85.90.134/disimage/cert/HH0752.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH0752,72034446
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.520,E,SI1,Excellent,Excellent,Excellent,None,GIA,6221102737,GG9777,2446.0000,-0.2800,1271.9200,,,,,Belgium,http://88.85.90.134/disimage/cert/GG9777.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=GG9777,72034455
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.530,D,VS2,Excellent,Excellent,Excellent,Faint,GIA,5186372163,HH0678,2638.0000,-0.4000,1398.1400,,,,,Belgium,http://88.85.90.134/disimage/cert/HH0678.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=HH0678,72034456
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.530,D,VS2,Excellent,Excellent,Excellent,None,GIA,2227095311,GG8588,2814.0000,-0.3600,1491.4200,,,,,Belgium,http://88.85.90.134/disimage/cert/GG8588.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=GG8588,72034457
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.530,E,VVS2,Excellent,Excellent,Excellent,Faint,GIA,1189448278,FF4894,2974.0000,-0.3800,1576.2200,,,,,Belgium,http://88.85.90.134/disimage/cert/FF4894.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=FF4894,72034458
Millenium Star Bvba,81197,MILL,Round,0.900,H,SI2,Good,Very Good,Very Good,None,GIA,5196309560,,2475.0000,-0.4500,2227.5000,,,,,Belgium,,,74188585
Millenium Star Bvba,81197,MILL,Round,0.900,J,VS2,Very Good,Excellent,Very Good,None,GIA,2175725874,,2795.0000,-0.3500,2515.5000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/12/2175725874.pdf,,74188586
Millenium Star Bvba,81197,MILL,Round,0.910,F,SI2,Excellent,Excellent,Excellent,None,GIA,1233316628,,3672.0000,-0.2800,3341.5200,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/28/1233316628.pdf,,74188588
Millenium Star Bvba,81197,MILL,Round,0.950,G,VVS2,Excellent,Excellent,Excellent,Faint,GIA,2175725826,,5040.0000,-0.3000,4788.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/12/2175725826.pdf,,74188590
Millenium Star Bvba,81197,MILL,Round,1.000,D,SI2,Excellent,Excellent,Very Good,Faint,GIA,7221935963,,4830.0000,-0.3000,4830.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/6/17/7221935963.pdf,,74188592
Millenium Star Bvba,81197,MILL,Round,1.000,E,VS2,Very Good,Excellent,Excellent,None,GIA,1239239308,,6175.0000,-0.3500,6175.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/20/1239239308.pdf,,74188593
Millenium Star Bvba,81197,MILL,Round,1.000,G,VS1,Very Good,Excellent,Excellent,None,GIA,1235148289,,6020.0000,-0.3000,6020.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/18/1235148289.pdf,,74188594
Millenium Star Bvba,81197,MILL,Round,1.000,G,SI2,Very Good,Excellent,Excellent,None,GIA,6232239850,,4130.0000,-0.3000,4130.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/20/6232239850.pdf,,74188596
Millenium Star Bvba,81197,MILL,Round,1.000,H,VS1,Very Good,Excellent,Excellent,None,GIA,6231147869,,5320.0000,-0.3000,5320.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/18/6231147869.pdf,,74188598
Millenium Star Bvba,81197,MILL,Round,1.000,H,SI1,Good,Excellent,Very Good,Faint,GIA,2237148282,,3900.0000,-0.4000,3900.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/18/2237148282.pdf,,74188599
Millenium Star Bvba,81197,MILL,Round,1.010,D,SI1,Excellent,Excellent,Very Good,None,GIA,7233297448,,5904.0000,-0.2800,5963.0400,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/27/7233297448.pdf,,74188602
Millenium Star Bvba,81197,MILL,Round,1.010,E,VS2,Very Good,Excellent,Very Good,None,GIA,6221788726,,6650.0000,-0.3000,6716.5000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/6/6/6221788726.pdf,,74188603
Millenium Star Bvba,81197,MILL,Round,1.010,H,SI2,Very Good,Excellent,Very Good,None,GIA,6235311987,,3752.0000,-0.3300,3789.5200,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/29/6235311987.pdf,,74188608
Millenium Star Bvba,81197,MILL,Round,1.020,G,SI1,Very Good,Excellent,Excellent,Faint,GIA,6222812567,,4757.0000,-0.3300,4852.1400,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/6/2/6222812567.pdf,,74188612
SUPERGEMS NV,21343,Supergem,Round,0.420,F,VS1,Excellent,Excellent,Excellent,None,GIA,3235300976,500002518,,,,2117.0000,-0.2700,889.1400,,Belgium,http://www.supergemsgroup.com/certificates/500002518.jpg,http://www.supergemsgroup.com/diamondphoto/500002518-P.jpg,74526993
SUPERGEMS NV,21343,Supergem,Round,0.410,F,VVS2,Excellent,Excellent,Excellent,Medium,GIA,6231419643,500002784,,,,1980.0000,-0.3400,811.8000,,Belgium,http://www.supergemsgroup.com/certificates/500002784.jpg,http://www.supergemsgroup.com/diamondphoto/500002784-P.jpg,74526984
SUPERGEMS NV,21343,Supergem,Round,0.410,G,VS2,Excellent,Excellent,Excellent,Medium,GIA,5233348197,500002684,,,,1768.0000,-0.3200,724.8800,,Belgium,http://www.supergemsgroup.com/certificates/500002684.jpg,http://www.supergemsgroup.com/diamondphoto/500002684-P.jpg,74526985
SUPERGEMS NV,21343,Supergem,Round,0.410,G,SI1,Excellent,Very Good,Excellent,None,GIA,6235330270,500002595,,,,1650.0000,-0.2500,676.5000,,Belgium,http://www.supergemsgroup.com/certificates/500002595.jpg,http://www.supergemsgroup.com/diamondphoto/500002595-P.jpg,74526986
SUPERGEMS NV,21343,Supergem,Round,0.410,G,SI1,Excellent,Excellent,Excellent,None,GIA,6201258576,300001940,,,,1628.0000,-0.2600,667.4800,,Belgium,http://www.supergemsgroup.com/certificates/300001940.jpg,,74526987
SUPERGEMS NV,21343,Supergem,Round,0.410,H,IF,Excellent,Excellent,Excellent,None,GIA,6231419659,500002783,,,,1960.0000,-0.3000,803.6000,,Belgium,http://www.supergemsgroup.com/certificates/500002783.jpg,http://www.supergemsgroup.com/diamondphoto/500002783-P.jpg,74526988
SUPERGEMS NV,21343,Supergem,Round,0.410,H,VVS2,Excellent,Excellent,Excellent,None,GIA,1239462422,500002867,,,,1898.0000,-0.2700,778.1800,,Belgium,http://www.supergemsgroup.com/certificates/500002867.jpg,http://www.supergemsgroup.com/diamondphoto/500002867-P.jpg,74526989
SUPERGEMS NV,21343,Supergem,Round,0.410,H,VVS2,Excellent,Excellent,Excellent,None,GIA,1235422648,500002807,,,,1976.0000,-0.2400,810.1600,,Belgium,http://www.supergemsgroup.com/certificates/500002807.jpg,http://www.supergemsgroup.com/diamondphoto/500002807-P.jpg,74526990
SUPERGEMS NV,21343,Supergem,Round,0.420,D,VS1,Excellent,Excellent,Excellent,None,GIA,5233386653,500002701,,,,2208.0000,-0.3100,927.3600,,Belgium,http://www.supergemsgroup.com/certificates/500002701.jpg,http://www.supergemsgroup.com/diamondphoto/500002701-P.jpg,74526992
IDRP,53618,IDRP,Round,0.400,F,SI1,Excellent,Very Good,Excellent,Faint,GIA,2226400500,18-82-15,1472.0000,-0.3600,588.8000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/4/19/2226400500.pdf,,74988279
IDRP,53618,IDRP,Round,0.400,F,SI2,Very Good,Very Good,Very Good,None,GIA,1233322321,18-80-240,1365.0000,-0.3500,546.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/28/1233322321.pdf,,74988280
IDRP,53618,IDRP,Round,0.400,F,SI2,Very Good,Excellent,Very Good,None,GIA,1235142533,18-82-74,1344.0000,-0.3600,537.6000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/7/1235142533.pdf,,74988281
IDRP,53618,IDRP,Round,0.400,F,SI2,Excellent,Excellent,Excellent,None,GIA,1228797423,18-80-163,1344.0000,-0.3600,537.6000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/5/31/1228797423.pdf,,74988282
IDRP,53618,IDRP,Round,0.400,F,SI2,Excellent,Excellent,Very Good,None,GIA,1225147598,18-82-98,1344.0000,-0.3600,537.6000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/3/19/1225147598.pdf,,74988283
IDRP,53618,IDRP,Round,0.400,G,VVS1,Very Good,Excellent,Very Good,None,GIA,5233444976,18-80-71,1920.0000,-0.3600,768.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/9/5233444976.pdf,,74988284
IDRP,53618,IDRP,Round,0.400,G,VVS1,Excellent,Excellent,Very Good,None,GIA,2236410836,18-80-68,1920.0000,-0.3600,768.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/4/2236410836.pdf,,74988285
IDRP,53618,IDRP,Round,0.400,G,VVS1,Excellent,Excellent,Excellent,Faint,GIA,6222217103,18-80-62,1920.0000,-0.3600,768.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/3/30/6222217103.pdf,,74988286
IDRP,53618,IDRP,Round,0.400,G,VVS1,Excellent,Excellent,Excellent,Faint,GIA,7222984367,18-80-53,1920.0000,-0.3600,768.0000,,,,,Belgium,,,74988287
IDRP,53618,IDRP,Round,0.400,G,VVS1,Excellent,Excellent,Excellent,Faint,GIA,6221293528,18-80-63,1920.0000,-0.3600,768.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/4/6/6221293528.pdf,,74988288
IDRP,53618,IDRP,Round,0.400,G,VVS2,Excellent,Excellent,Very Good,None,GIA,5233504072,18-80-77,1885.0000,-0.3500,754.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/17/5233504072.pdf,,74988289
IDRP,53618,IDRP,Round,0.400,G,VVS2,Excellent,Excellent,Very Good,None,GIA,2218850783,18-80-78,1885.0000,-0.3500,754.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/2/19/2218850783.pdf,,74988290
AMI DIAMONDS B.V.B.A.,30411,AMI Diam,Round,0.630,J,VS1,Excellent,Excellent,Excellent,None,GIA,6215524871,P214/51,1625.0000,-0.3500,1023.7500,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/1/14/6215524871.pdf,,74422942
SUPERGEMS NV,21343,Supergem,Round,0.420,G,VS2,Excellent,Excellent,Excellent,Medium,GIA,3235303340,500002500,,,,1768.0000,-0.3200,742.5600,,Belgium,http://www.supergemsgroup.com/certificates/500002500.jpg,http://www.supergemsgroup.com/diamondphoto/500002500-P.jpg,74526994
SUPERGEMS NV,21343,Supergem,Round,0.420,G,VS2,Excellent,Excellent,Very Good,Medium,GIA,5203258800,300001938,,,,1768.0000,-0.3200,742.5600,,Belgium,http://www.supergemsgroup.com/certificates/300001938.jpg,,74526995
SUPERGEMS NV,21343,Supergem,Round,0.430,D,VS1,Excellent,Excellent,Excellent,None,GIA,2236401726,500002742,,,,2368.0000,-0.2600,1018.2400,,Belgium,http://www.supergemsgroup.com/certificates/500002742.jpg,http://www.supergemsgroup.com/diamondphoto/500002742-P.jpg,74526996
SUPERGEMS NV,21343,Supergem,Round,0.430,D,SI1,Excellent,Excellent,Excellent,None,GIA,6202259943,300001911,,,,1872.0000,-0.2800,804.9600,,Belgium,http://www.supergemsgroup.com/certificates/300001911.jpg,,74526997
SUPERGEMS NV,21343,Supergem,Round,0.430,D,SI1,Excellent,Very Good,Excellent,Strong,GIA,1203259084,300001913,,,,1586.0000,-0.3900,681.9800,,Belgium,http://www.supergemsgroup.com/certificates/300001913.jpg,,74526998
SUPERGEMS NV,21343,Supergem,Round,0.430,D,SI1,Excellent,Excellent,Excellent,None,GIA,2204259067,300001912,,,,1872.0000,-0.2800,804.9600,,Belgium,http://www.supergemsgroup.com/certificates/300001912.jpg,,74526999
SUPERGEMS NV,21343,Supergem,Round,0.430,D,SI1,Excellent,Excellent,Excellent,None,GIA,7202259826,300001910,,,,1898.0000,-0.2700,816.1400,,Belgium,http://www.supergemsgroup.com/certificates/300001910.jpg,,74527000
A.C.Diam bvba,77162,ACDiam,Round,1.110,G,VS2,Excellent,Excellent,Excellent,None,HRD,16015348004,29351,,,,5372.0000,-0.3200,5962.9200,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/5/17/16015348004.pdf,,74360121
A.C.Diam bvba,77162,ACDiam,Round,1.150,H,VVS1,Excellent,Excellent,Excellent,None,HRD,16012551007,28883,,,,5394.0000,-0.3800,6203.1000,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/4/19/16012551007.pdf,,74360123
A.C.Diam bvba,77162,ACDiam,Round,1.200,H,VS1,Very Good,Very Good,Very Good,None,HRD,16012734007,28991,,,,4940.0000,-0.3500,5928.0000,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/4/25/16012734007.pdf,,74360124
A.C.Diam bvba,77162,ACDiam,Round,1.200,H,VS2,Excellent,Excellent,Excellent,None,HRD,16023519005,31416,,,,4896.0000,-0.3200,5875.2000,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/8/10/16023519005.pdf,,74360125
A.C.Diam bvba,77162,ACDiam,Round,1.230,H,VS2,Excellent,Excellent,Excellent,None,HRD,16023891015,31417,,,,5040.0000,-0.3000,6199.2000,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/8/1/16023891015.pdf,,74360126
A.C.Diam bvba,77162,ACDiam,Round,1.250,H,VS1,Excellent,Excellent,Excellent,None,HRD,16022857045,31413,,,,5320.0000,-0.3000,6650.0000,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/7/23/16022857045.pdf,,74360127
A.C.Diam bvba,77162,ACDiam,Round,1.260,G,VS2,Excellent,Excellent,Excellent,None,HRD,16024310018,31414,,,,5925.0000,-0.2500,7465.5000,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/8/4/16024310018.pdf,,74360128
A.C.Diam bvba,77162,ACDiam,Round,1.270,H,VS2,Excellent,Excellent,Excellent,None,HRD,16024595001,31418,,,,5184.0000,-0.2800,6583.6800,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/8/9/16024595001.pdf,,74360129
A.C.Diam bvba,77162,ACDiam,Round,1.370,H,VS2,Excellent,Excellent,Excellent,None,HRD,16024625038,31419,,,,5400.0000,-0.2500,7398.0000,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/8/11/16024625038.pdf,,74360130
A.C.Diam bvba,77162,ACDiam,Round,1.500,G,VS2,Excellent,Excellent,Excellent,None,HRD,16024310024,31421,,,,7020.0000,-0.3500,10530.0000,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/8/10/16024310024.pdf,,74360132
A.C.Diam bvba,77162,ACDiam,Round,1.600,H,VS1,Excellent,Excellent,Excellent,None,HRD,16009848002,28491,,,,6468.0000,-0.3400,10348.8000,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/3/29/16009848002.pdf,,74360135
A.C.Diam bvba,77162,ACDiam,Round,1.610,G,VS2,Excellent,Excellent,Excellent,None,HRD,16020740004,31434,,,,7236.0000,-0.3300,11649.9600,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/6/30/16020740004.pdf,,74360136
A.C.Diam bvba,77162,ACDiam,Round,1.710,H,VS1,Excellent,Excellent,Excellent,None,HRD,16024625032,31435,,,,6958.0000,-0.2900,11898.1800,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/8/11/16024625032.pdf,,74360137
A.C.Diam bvba,77162,ACDiam,Round,1.730,H,VS2,Excellent,Excellent,Excellent,None,HRD,16022384016,31436,,,,6768.0000,-0.2800,11708.6400,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2016/7/13/16022384016.pdf,,74360138
IDRP,53618,IDRP,Round,0.400,F,SI1,Excellent,Excellent,Excellent,None,GIA,1235175297,18-80-183,1495.0000,-0.3500,598.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/11/1235175297.pdf,,74988265
IDRP,53618,IDRP,Round,0.400,F,SI1,Excellent,Excellent,Excellent,None,GIA,1237081303,18-80-186,1495.0000,-0.3500,598.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/6/1237081303.pdf,,74988267
IDRP,53618,IDRP,Round,0.400,F,SI1,Excellent,Very Good,Excellent,None,GIA,6231313598,18-82-69,1472.0000,-0.3600,588.8000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/7/27/6231313598.pdf,,74988268
IDRP,53618,IDRP,Round,0.400,F,SI1,Excellent,Very Good,Very Good,None,GIA,7231467645,18-80-236,1495.0000,-0.3500,598.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/11/7231467645.pdf,,74988272
SUPERGEMS NV,21343,Supergem,Round,0.420,E,IF,Excellent,Excellent,Excellent,None,GIA,2226082720,300002062,,,,2850.0000,-0.2500,1197.0000,,Belgium,http://www.supergemsgroup.com/certificates/300002062.jpg,,74631801
SUPERGEMS NV,21343,Supergem,Round,0.420,E,VVS1,Excellent,Excellent,Excellent,None,GIA,6235002694,300002066,,,,2448.0000,-0.2800,1028.1600,,Belgium,http://www.supergemsgroup.com/certificates/300002066.jpg,,74631802
SUPERGEMS NV,21343,Supergem,Round,0.420,E,SI1,Excellent,Excellent,Excellent,Faint,GIA,5233515677,100126694,,,,1632.0000,-0.3200,685.4400,,Belgium,http://www.supergemsgroup.com/certificates/100126694.jpg,http://www.supergemsgroup.com/diamondphoto/100126694-P.jpg,74631803
SUPERGEMS NV,21343,Supergem,Round,0.420,F,VS1,Excellent,Excellent,Excellent,Faint,GIA,1238516122,100126632,,,,2001.0000,-0.3100,840.4200,,Belgium,http://www.supergemsgroup.com/certificates/100126632.jpg,http://www.supergemsgroup.com/diamondphoto/100126632-P.jpg,74631806
SUPERGEMS NV,21343,Supergem,Round,0.420,H,IF,Excellent,Excellent,Excellent,None,GIA,1233503964,100126616,,,,2044.0000,-0.2700,858.4800,,Belgium,http://www.supergemsgroup.com/certificates/100126616.jpg,http://www.supergemsgroup.com/diamondphoto/100126616-P.jpg,74631809
SUPERGEMS NV,21343,Supergem,Round,0.430,E,SI1,Excellent,Excellent,Excellent,None,GIA,6232509305,100126516,,,,1728.0000,-0.2800,743.0400,,Belgium,http://www.supergemsgroup.com/certificates/100126516.jpg,http://www.supergemsgroup.com/diamondphoto/100126516-P.jpg,74631810
SUPERGEMS NV,21343,Supergem,Round,0.430,F,VVS1,Excellent,Excellent,Excellent,None,GIA,2236542759,100126787,,,,2464.0000,-0.2300,1059.5200,,Belgium,http://www.supergemsgroup.com/certificates/100126787.jpg,http://www.supergemsgroup.com/diamondphoto/100126787-P.jpg,74631811
SUPERGEMS NV,21343,Supergem,Round,0.450,D,VS1,Excellent,Excellent,Excellent,None,GIA,6232538209,100126794,,,,2528.0000,-0.2100,1137.6000,,Belgium,http://www.supergemsgroup.com/certificates/100126794.jpg,http://www.supergemsgroup.com/diamondphoto/100126794-P.jpg,74631812
SUPERGEMS NV,21343,Supergem,Round,1.130,I,VS2,Excellent,Excellent,Excellent,None,GIA,6235083115,100123875,,,,4608.0000,-0.2800,5207.0400,,Belgium,http://www.supergemsgroup.com/certificates/100123875.jpg,http://www.supergemsgroup.com/diamondphoto/100123875-P.jpg,73588359
SUPERGEMS NV,21343,Supergem,Round,1.160,L,SI2,Excellent,Excellent,Excellent,None,GIA,1238102150,100124166,,,,2520.0000,-0.2800,2923.2000,,Belgium,http://www.supergemsgroup.com/certificates/100124166.jpg,http://www.supergemsgroup.com/diamondphoto/100124166-P.jpg,73588362
SUPERGEMS NV,21343,Supergem,Round,1.180,D,IF,Excellent,Excellent,Excellent,None,GIA,2227094185,300001700,,,,15120.0000,-0.3000,17841.6000,,Belgium,http://www.supergemsgroup.com/certificates/300001700.jpg,,73588363
SUPERGEMS NV,21343,Supergem,Round,0.520,F,VS2,Excellent,Excellent,Excellent,None,GIA,7222682294,300001384,,,,2698.0000,-0.2900,1402.9600,,Belgium,http://www.supergemsgroup.com/certificates/300001384.jpg,http://www.supergemsgroup.com/diamondphoto/300001384-P.jpg,72787581
SUPERGEMS NV,21343,Supergem,Round,0.530,G,VS2,Excellent,Excellent,Excellent,None,GIA,7226658975,300001414,,,,2736.0000,-0.2400,1450.0800,,Belgium,http://www.supergemsgroup.com/certificates/300001414.jpg,http://www.supergemsgroup.com/diamondphoto/300001414-P.jpg,72787589
SUPERGEMS NV,21343,Supergem,Round,0.540,E,VS2,Excellent,Excellent,Excellent,None,GIA,6222682142,300001377,,,,2800.0000,-0.3000,1512.0000,,Belgium,http://www.supergemsgroup.com/certificates/300001377.jpg,http://www.supergemsgroup.com/diamondphoto/300001377-P.jpg,72787593
SUPERGEMS NV,21343,Supergem,Round,0.540,F,VVS2,Excellent,Excellent,Excellent,None,GIA,5223682058,300001380,,,,3220.0000,-0.3000,1738.8000,,Belgium,http://www.supergemsgroup.com/certificates/300001380.jpg,http://www.supergemsgroup.com/diamondphoto/300001380-P.jpg,72787594
SUPERGEMS NV,21343,Supergem,Round,0.550,H,SI1,Excellent,Excellent,Excellent,None,GIA,1223658985,300001432,,,,2204.0000,-0.2400,1212.2000,,Belgium,http://www.supergemsgroup.com/certificates/300001432.jpg,http://www.supergemsgroup.com/diamondphoto/300001432-P.jpg,72787600
SUPERGEMS NV,21343,Supergem,Round,0.420,D,SI1,Excellent,Excellent,Excellent,Medium,GIA,7231516077,100126636,,,,1664.0000,-0.3600,698.8800,,Belgium,http://www.supergemsgroup.com/certificates/100126636.jpg,http://www.supergemsgroup.com/diamondphoto/100126636-P.jpg,74631800
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.300,D,IF,Very Good,Very Good,Good,None,IGI,224656195,194197,2262.0000,-0.4200,678.6000,,,,,Belgium,,,75029788
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.300,D,IF,Good,Very Good,Very Good,None,IGI,224656123,194195,2145.0000,-0.4500,643.5000,,,,,Belgium,,,75029789
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.300,D,IF,Very Good,Excellent,Very Good,Slight,IGI,224656198,194196,2418.0000,-0.3800,725.4000,,,,,Belgium,,,75029790
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.300,E,VVS1,Good,Very Good,Good,None,IGI,224655935,194234,1485.0000,-0.4500,445.5000,,,,,Belgium,,,75029791
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.300,F,IF,Very Good,Very Good,Good,Very Slight,IGI,224656117,194264,1508.0000,-0.4200,452.4000,,,,,Belgium,,,75029792
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.300,F,IF,Very Good,Very Good,Good,None,IGI,224656128,194265,1508.0000,-0.4200,452.4000,,,,,Belgium,,,75029795
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.300,F,IF,Excellent,Excellent,Excellent,None,IGI,224655760,188628,1768.0000,-0.3200,530.4000,,,,,Belgium,,,75029796
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.300,G,IF,Good,Very Good,Very Good,None,IGI,224656199,194215,1450.0000,-0.4200,435.0000,,,,,Belgium,,,75029797
